Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
Emp1030,Charlie,Jones,40.0,Inactive,5/26/2021,111214.02,Charlie.Jones@Example.Com,-2613715040,Good,True,Admin,California
Emp1031,Bob,Smith,25.0,Active,7/10/2020,114845.69,Bob.Smith@Example.Com,-6591520176,Excellent,True,Devops,Illinois
Emp1032,Charlie,Brown,40.0,Active,11/5/2024,78072.82,Charlie.Brown@Example.Com,-7490509758,Average,False,Finance,Florida
Emp1033,Grace,Johnson,25.0,Inactive,8/7/2021,79610.52,Grace.Johnson@Example.Com,-2304501895,Average,False,Finance,California
Emp1034,Heidi,Miller,30.0,Active,4/29/2020,90542.62,Heidi.Miller@Example.Com,-1642361031,Excellent,True,Admin,California
Emp1035,Frank,Jones,25.0,Inactive,10/26/2022,114357.1,Frank.Jones@Example.Com,-6642147648,Excellent,True,Cloud Tech,Illinois
Emp1036,Alice,Brown,32.48454882571075,Active,5/3/2023,54757.26,Alice.Brown@Example.Com,-2515837766,Poor,False,Cloud Tech,New York
Emp1037,Grace,Smith,25.0,Pending,5/2/2023,52781.92,Grace.Smith@Example.Com,-4996165925,Average,True,Sales,New York
Emp1038,Frank,Smith,35.0,Pending,10/5/2021,66708.02,Frank.Smith@Example.Com,-6108573277,Good,True,Admin,Nevada
Emp1039,Eva,Williams,40.0,Active,7/27/2022,93481.15,Eva.Williams@Example.Com,-8147617421,Poor,False,Hr,Texas
Emp1040,Bob,Williams,25.0,Pending,6/27/2021,59271.96,Bob.Williams@Example.Com,-4386490809,Excellent,True,Sales,New York
Emp1041,Bob,Davis,30.0,Active,6/16/2022,108362.15,Bob.Davis@Example.Com,-8186617944,Excellent,False,Hr,California
Emp1042,Alice,Johnson,32.48454882571075,Active,12/3/2024,59400.38,Alice.Johnson@Example.Com,-4918017225,Average,True,Hr,Nevada
Emp1043,Bob,Garcia,32.48454882571075,Inactive,5/23/2023,64744.08,Bob.Garcia@Example.Com,-164597793,Excellent,False,Admin,California
Emp1044,Eva,Brown,32.48454882571075,Active,7/8/2020,94399.91,Eva.Brown@Example.Com,-5232194167,Good,True,Finance,California
Emp1045,Alice,Brown,25.0,Pending,6/20/2021,61310.74,Alice.Brown@Example.Com,-61027768,Average,True,Hr,New York
Emp1046,Grace,Garcia,32.48454882571075,Active,12/13/2024,98371.37,Grace.Garcia@Example.Com,-7499564121,Excellent,False,Cloud Tech,Texas
Emp1047,Alice,Davis,35.0,Active,5/30/2022,58921.19,Alice.Davis@Example.Com,-310303722,Average,True,Sales,Illinois
Emp1048,Alice,Miller,35.0,Active,9/27/2023,57195.55,Alice.Miller@Example.Com,-6831472759,Excellent,False,Admin,Nevada
Emp1049,Grace,Miller,32.48454882571075,Active,11/5/2024,61375.12,Grace.Miller@Example.Com,-1227770792,Excellent,True,Devops,New York
Emp1050,Charlie,Davis,40.0,Pending,11/11/2021,104767.05,Charlie.Davis@Example.Com,-3496050165,Excellent,False,Cloud Tech,New York
Emp1051,David,Miller,35.0,Active,2/22/2022,111051.67,David.Miller@Example.Com,-7998407677,Good,False,Admin,Nevada
Emp1052,David,Williams,30.0,Inactive,8/7/2024,105674.18,David.Williams@Example.Com,-9973080694,Good,False,Finance,California
Emp1053,Alice,Brown,30.0,Inactive,11/5/2024,54859.45,Alice.Brown@Example.Com,-8146717956,Average,False,Finance,California
Emp1054,Frank,Davis,32.48454882571075,Pending,11/9/2021,115746.6,Frank.Davis@Example.Com,-6024375737,Excellent,True,Finance,Nevada
Emp1055,Eva,Brown,30.0,Active,8/10/2020,91759.99,Eva.Brown@Example.Com,-3959724664,Excellent,True,Sales,California
Emp1056,Frank,Garcia,40.0,Active,2/27/2022,112965.33,Frank.Garcia@Example.Com,-7293417222,Good,False,Sales,Illinois
Emp1057,Alice,Smith,40.0,Pending,11/7/2023,100360.1,Alice.Smith@Example.Com,-2971674337,Excellent,False,Cloud Tech,Illinois
Emp1058,David,Williams,35.0,Pending,11/7/2021,93620.88,David.Williams@Example.Com,-54522800,Good,False,Finance,Texas
Emp1059,Bob,Jones,35.0,Pending,4/16/2022,72832.8,Bob.Jones@Example.Com,-5619318373,Excellent,True,Sales,California
Emp1060,Charlie,Williams,30.0,Inactive,10/19/2023,102369.42,Charlie.Williams@Example.Com,-5508428909,Average,True,Finance,Nevada
Emp1061,Eva,Davis,40.0,Inactive,8/10/2021,64712.79,Eva.Davis@Example.Com,-7711991807,Excellent,True,Sales,Texas
Emp1062,Frank,Jones,40.0,Pending,3/13/2021,85782.18,Frank.Jones@Example.Com,-1213524786,Excellent,True,Finance,Florida
Emp1063,Charlie,Smith,25.0,Pending,7/20/2023,93348.26,Charlie.Smith@Example.Com,-1255213759,Poor,False,Hr,Illinois
Emp1064,David,Davis,35.0,Active,2/20/2020,53234.96,David.Davis@Example.Com,-3754821455,Good,False,Admin,New York
Emp1065,Bob,Johnson,40.0,Pending,2/2/2021,100284.21,Bob.Johnson@Example.Com,-5328632665,Excellent,False,Finance,Nevada
Emp1066,Grace,Brown,30.0,Pending,1/12/2020,112486.19,Grace.Brown@Example.Com,-7850720810,Excellent,True,Admin,Nevada
Emp1067,Bob,Smith,40.0,Pending,11/26/2022,82518.49,Bob.Smith@Example.Com,-5562606028,Poor,True,Admin,New York
Emp1068,Bob,Brown,40.0,Pending,12/23/2022,119152.47,Bob.Brown@Example.Com,-846684549,Poor,True,Admin,Florida
Emp1069,Heidi,Miller,32.48454882571075,Inactive,8/28/2024,113479.83,Heidi.Miller@Example.Com,-4892673898,Good,False,Devops,Illinois
Emp1070,Charlie,Johnson,40.0,Active,9/16/2024,94636.3,Charlie.Johnson@Example.Com,-7563410855,Poor,False,Finance,California
Emp1071,Heidi,Johnson,30.0,Active,1/1/2024,70000.97,Heidi.Johnson@Example.Com,-2884318847,Average,True,Hr,Florida
Emp1072,Frank,Smith,32.48454882571075,Active,4/18/2021,76812.47,Frank.Smith@Example.Com,-5200894345,Poor,False,Cloud Tech,New York
Emp1073,David,Johnson,25.0,Inactive,1/16/2023,82614.7,David.Johnson@Example.Com,-8105485100,Average,True,Finance,Florida
Emp1074,Grace,Jones,40.0,Active,10/20/2024,111645.97,Grace.Jones@Example.Com,-7490753997,Good,True,Sales,Nevada
Emp1075,Heidi,Johnson,25.0,Inactive,10/13/2024,112414.91,Heidi.Johnson@Example.Com,-9354492682,Good,False,Hr,California
Emp1076,David,Brown,40.0,Inactive,9/21/2022,52031.74,David.Brown@Example.Com,-1589357125,Good,True,Admin,California
Emp1077,Grace,Brown,30.0,Pending,12/29/2022,51887.65,Grace.Brown@Example.Com,-6110627370,Good,False,Finance,New York
Emp1078,Alice,Davis,25.0,Active,11/10/2024,82318.89,Alice.Davis@Example.Com,-5869886496,Good,True,Devops,Florida
Emp1079,Grace,Brown,35.0,Inactive,11/22/2021,103286.08,Grace.Brown@Example.Com,-6776228276,Average,False,Admin,Florida
Emp1080,Grace,Davis,35.0,Active,3/14/2024,87759.33,Grace.Davis@Example.Com,-2881377027,Average,False,Cloud Tech,Florida
Emp1081,Frank,Brown,30.0,Pending,3/23/2020,102796.32,Frank.Brown@Example.Com,-5196115939,Good,False,Devops,Texas
Emp1082,David,Jones,25.0,Active,9/15/2020,83149.27,David.Jones@Example.Com,-8215454469,Poor,True,Sales,New York
Emp1083,David,Garcia,40.0,Inactive,12/9/2020,92412.49,David.Garcia@Example.Com,-2296044326,Excellent,True,Devops,California
Emp1084,Bob,Davis,30.0,Pending,2/22/2020,115022.1,Bob.Davis@Example.Com,-185106793,Good,False,Hr,Texas
Emp1085,Grace,Williams,40.0,Active,4/27/2023,98343.01,Grace.Williams@Example.Com,-9756792286,Poor,False,Devops,New York
Emp1086,Bob,Miller,35.0,Active,6/18/2024,118869.1,Bob.Miller@Example.Com,-7725199662,Excellent,True,Devops,Illinois
Emp1087,Frank,Smith,32.48454882571075,Inactive,5/21/2020,85417.26,Frank.Smith@Example.Com,-6580741208,Good,True,Finance,Nevada
Emp1088,Grace,Brown,40.0,Inactive,7/25/2023,112410.25,Grace.Brown@Example.Com,-4818139889,Good,True,Cloud Tech,Florida
Emp1089,Charlie,Johnson,40.0,Pending,8/25/2023,68905.77,Charlie.Johnson@Example.Com,-9837801819,Average,False,Admin,Nevada
Emp1090,Heidi,Garcia,40.0,Pending,7/3/2021,72561.32,Heidi.Garcia@Example.Com,-4339718955,Excellent,True,Finance,Nevada
Emp1091,Bob,Brown,35.0,Inactive,3/13/2023,92723.22,Bob.Brown@Example.Com,-9070562607,Excellent,True,Finance,New York
Emp1092,Alice,Johnson,40.0,Inactive,3/10/2021,74837.75,Alice.Johnson@Example.Com,-5641118241,Poor,False,Hr,New York
Emp1093,Eva,Miller,32.48454882571075,Pending,1/21/2020,86163.91,Eva.Miller@Example.Com,-2412462094,Average,True,Devops,California
Emp1094,David,Miller,40.0,Active,11/15/2023,83326.52,David.Miller@Example.Com,-2004615264,Average,True,Finance,Illinois
Emp1095,Heidi,Miller,25.0,Active,4/8/2022,98425.1,Heidi.Miller@Example.Com,-4610339936,Average,True,Cloud Tech,California
Emp1096,Frank,Johnson,40.0,Inactive,5/21/2022,119764.2,Frank.Johnson@Example.Com,-8861405785,Average,False,Sales,Illinois
Emp1097,Frank,Brown,40.0,Inactive,4/17/2021,58445.91,Frank.Brown@Example.Com,-1706304890,Excellent,False,Hr,California
Emp1098,Bob,Miller,32.48454882571075,Active,3/19/2021,101702.33,Bob.Miller@Example.Com,-3824967182,Excellent,False,Devops,New York
Emp1099,Eva,Jones,25.0,Active,1/9/2022,85155.05639558233,Eva.Jones@Example.Com,-2582386869,Good,False,Admin,California
Emp1100,Charlie,Davis,35.0,Pending,8/21/2021,98819.22,Charlie.Davis@Example.Com,-794200748,Good,False,Cloud Tech,Texas
Emp1101,Heidi,Johnson,25.0,Inactive,8/19/2022,83509.99,Heidi.Johnson@Example.Com,-4653984027,Average,False,Cloud Tech,Illinois
Emp1102,Alice,Johnson,35.0,Active,3/31/2022,84422.26,Alice.Johnson@Example.Com,-9141612845,Average,False,Finance,Texas
Emp1103,Alice,Brown,30.0,Inactive,6/23/2020,119574.27,Alice.Brown@Example.Com,-3985547434,Average,True,Admin,Illinois
Emp1104,Grace,Johnson,32.48454882571075,Active,5/7/2024,86580.08,Grace.Johnson@Example.Com,-5379502096,Good,True,Sales,Illinois
Emp1105,Heidi,Johnson,35.0,Inactive,3/10/2023,93471.91,Heidi.Johnson@Example.Com,-26876810,Poor,False,Sales,Florida
Emp1106,Bob,Miller,30.0,Inactive,9/14/2023,55683.12,Bob.Miller@Example.Com,-8071569561,Poor,True,Devops,New York
Emp1107,Bob,Brown,30.0,Inactive,11/12/2023,91566.78,Bob.Brown@Example.Com,-175370303,Good,True,Cloud Tech,Florida
Emp1108,David,Miller,35.0,Pending,10/26/2024,81782.19,David.Miller@Example.Com,-5319433749,Good,False,Devops,California
Emp1109,Eva,Davis,32.48454882571075,Inactive,8/23/2020,88119.37,Eva.Davis@Example.Com,-4793036148,Good,True,Devops,New York
Emp1110,Eva,Garcia,30.0,Active,6/11/2024,71532.83,Eva.Garcia@Example.Com,-8728399920,Good,True,Cloud Tech,Texas
Emp1111,Eva,Davis,40.0,Pending,9/14/2021,98981.36,Eva.Davis@Example.Com,-9212493842,Good,True,Cloud Tech,Florida
Emp1112,Heidi,Garcia,40.0,Active,12/26/2024,80242.01,Heidi.Garcia@Example.Com,-894870604,Good,True,Cloud Tech,Illinois
Emp1113,Eva,Miller,25.0,Pending,9/8/2024,110236.18,Eva.Miller@Example.Com,-6641877579,Average,True,Cloud Tech,New York
Emp1114,Alice,Davis,35.0,Active,8/21/2022,86327.47,Alice.Davis@Example.Com,-3046875062,Average,False,Sales,Texas
Emp1115,Eva,Brown,30.0,Pending,7/25/2024,84420.81,Eva.Brown@Example.Com,-5190361331,Average,False,Sales,Florida
Emp1116,Frank,Smith,40.0,Pending,8/2/2020,110041.32,Frank.Smith@Example.Com,-5411076094,Average,False,Hr,California
Emp1117,Heidi,Miller,35.0,Pending,3/16/2020,81837.81,Heidi.Miller@Example.Com,-4317350582,Good,True,Devops,Florida
Emp1118,Frank,Garcia,25.0,Active,9/8/2023,110855.72,Frank.Garcia@Example.Com,-1997179109,Poor,False,Finance,Illinois
Emp1119,Alice,Jones,30.0,Pending,3/29/2024,84894.52,Alice.Jones@Example.Com,-651207048,Excellent,True,Sales,California
Emp1120,Alice,Garcia,30.0,Active,8/12/2021,80668.13,Alice.Garcia@Example.Com,-6110804660,Good,True,Hr,Illinois
Emp1121,Bob,Jones,25.0,Active,12/24/2023,61086.47,Bob.Jones@Example.Com,-9639907675,Excellent,True,Devops,Illinois
Emp1122,Grace,Johnson,25.0,Inactive,8/28/2020,95339.68,Grace.Johnson@Example.Com,-9915078592,Poor,True,Admin,Texas
Emp1123,Eva,Davis,32.48454882571075,Inactive,9/5/2024,83774.97,Eva.Davis@Example.Com,-1109193927,Average,False,Devops,California
Emp1124,Heidi,Jones,32.48454882571075,Active,5/12/2023,85576.86,Heidi.Jones@Example.Com,-4567972319,Poor,False,Admin,Florida
Emp1125,Bob,Garcia,35.0,Pending,7/1/2021,107438.46,Bob.Garcia@Example.Com,-249685497,Good,True,Finance,California
Emp1126,Eva,Johnson,32.48454882571075,Inactive,11/7/2024,60401.68,Eva.Johnson@Example.Com,-2274954507,Average,False,Sales,Nevada
Emp1127,Frank,Smith,35.0,Inactive,7/21/2022,115299.66,Frank.Smith@Example.Com,-9203880652,Good,True,Sales,Illinois
Emp1128,David,Brown,32.48454882571075,Inactive,3/30/2020,72272.34,David.Brown@Example.Com,-3315377958,Average,False,Finance,New York
Emp1129,Grace,Brown,40.0,Active,10/11/2022,117537.71,Grace.Brown@Example.Com,-9594652169,Excellent,False,Devops,Nevada
Emp1130,Frank,Brown,25.0,Pending,7/24/2022,51074.33,Frank.Brown@Example.Com,-7303379336,Excellent,True,Finance,Texas
Emp1131,Charlie,Jones,25.0,Inactive,6/30/2023,98489.32,Charlie.Jones@Example.Com,-5636205014,Excellent,False,Finance,California
Emp1132,Frank,Smith,32.48454882571075,Pending,1/11/2024,112120.71,Frank.Smith@Example.Com,-812473949,Poor,True,Finance,California
Emp1133,Alice,Jones,32.48454882571075,Pending,11/2/2023,114465.04,Alice.Jones@Example.Com,-334234257,Good,False,Cloud Tech,New York
Emp1134,Bob,Davis,40.0,Pending,11/22/2024,57035.51,Bob.Davis@Example.Com,-3230241025,Poor,True,Cloud Tech,Nevada
Emp1135,Eva,Jones,25.0,Active,8/23/2021,75092.43,Eva.Jones@Example.Com,-1534735527,Excellent,True,Cloud Tech,California
Emp1136,David,Smith,32.48454882571075,Pending,6/11/2024,62603.98,David.Smith@Example.Com,-9611223385,Good,False,Finance,Illinois
Emp1137,Grace,Smith,32.48454882571075,Inactive,4/9/2023,60018.24,Grace.Smith@Example.Com,-5596309937,Excellent,False,Devops,New York
Emp1138,Eva,Davis,40.0,Active,7/5/2024,82567.73,Eva.Davis@Example.Com,-4253042896,Poor,True,Hr,Nevada
Emp1139,Charlie,Smith,25.0,Pending,9/4/2021,94725.71,Charlie.Smith@Example.Com,-3179128684,Poor,False,Finance,California
Emp1140,Eva,Garcia,40.0,Inactive,10/13/2024,83824.56,Eva.Garcia@Example.Com,-7872558776,Poor,False,Hr,New York
Emp1141,Frank,Smith,32.48454882571075,Inactive,2/14/2020,118456.11,Frank.Smith@Example.Com,-4969033372,Excellent,True,Hr,Nevada
Emp1142,Eva,Brown,25.0,Pending,4/10/2020,113743.19,Eva.Brown@Example.Com,-6346692547,Good,True,Sales,Nevada
Emp1143,Eva,Garcia,30.0,Active,7/27/2023,63309.24,Eva.Garcia@Example.Com,-1214785389,Good,False,Sales,California
Emp1144,Charlie,Garcia,25.0,Active,9/24/2021,105202.73,Charlie.Garcia@Example.Com,-7895677664,Excellent,True,Devops,Nevada
Emp1145,Frank,Davis,30.0,Inactive,3/10/2024,79085.22,Frank.Davis@Example.Com,-7546027340,Good,True,Cloud Tech,California
Emp1146,Frank,Williams,32.48454882571075,Active,6/10/2021,113983.43,Frank.Williams@Example.Com,-5148881430,Excellent,True,Sales,California
Emp1147,Eva,Williams,35.0,Active,10/15/2020,102790.6,Eva.Williams@Example.Com,-1150835353,Good,False,Cloud Tech,Florida
Emp1148,Grace,Smith,32.48454882571075,Inactive,1/29/2020,68512.1,Grace.Smith@Example.Com,-4439284043,Average,False,Hr,Texas
Emp1149,Frank,Garcia,35.0,Pending,1/30/2022,57584.23,Frank.Garcia@Example.Com,-5669078262,Average,True,Sales,Florida
Emp1150,Alice,Williams,32.48454882571075,Pending,3/29/2021,95335.67,Alice.Williams@Example.Com,-3373898774,Poor,False,Sales,California
Emp1151,Heidi,Williams,35.0,Active,10/13/2020,53174.28,Heidi.Williams@Example.Com,-1536637779,Average,True,Devops,Florida
Emp1152,Heidi,Smith,25.0,Pending,10/4/2020,77205.21,Heidi.Smith@Example.Com,-5292407552,Average,False,Cloud Tech,New York
Emp1153,Grace,Williams,32.48454882571075,Active,12/18/2024,79041.92,Grace.Williams@Example.Com,-6668459089,Average,True,Devops,Nevada
Emp1154,Heidi,Jones,32.48454882571075,Active,11/14/2023,75937.1,Heidi.Jones@Example.Com,-2259999662,Excellent,True,Finance,California
Emp1155,David,Johnson,35.0,Inactive,1/20/2023,113118.73,David.Johnson@Example.Com,-6186371596,Average,False,Cloud Tech,Nevada
Emp1156,Alice,Davis,40.0,Active,10/2/2024,107693.38,Alice.Davis@Example.Com,-4121820969,Average,True,Hr,New York
Emp1157,David,Johnson,32.48454882571075,Inactive,5/13/2021,119217.46,David.Johnson@Example.Com,-2316433480,Poor,False,Cloud Tech,Texas
Emp1158,David,Smith,25.0,Pending,3/18/2021,106913.71,David.Smith@Example.Com,-7058025661,Average,False,Sales,New York
Emp1159,Charlie,Brown,32.48454882571075,Active,9/23/2020,87815.08,Charlie.Brown@Example.Com,-1286716322,Average,True,Cloud Tech,California
Emp1160,Bob,Davis,25.0,Inactive,6/5/2024,105190.21,Bob.Davis@Example.Com,-4672994937,Good,True,Admin,Texas
Emp1161,Alice,Smith,30.0,Active,2/28/2024,79467.24,Alice.Smith@Example.Com,-7430271692,Poor,False,Hr,Texas
Emp1162,Bob,Garcia,40.0,Pending,4/30/2023,57633.78,Bob.Garcia@Example.Com,-8597779013,Poor,True,Finance,California
Emp1163,Alice,Brown,32.48454882571075,Pending,3/4/2020,54257.78,Alice.Brown@Example.Com,-7546926328,Poor,True,Hr,Florida
Emp1164,Grace,Johnson,40.0,Inactive,12/29/2023,113679.06,Grace.Johnson@Example.Com,-6762916031,Poor,True,Devops,Texas
Emp1165,Bob,Smith,35.0,Active,9/15/2020,69251.12,Bob.Smith@Example.Com,-4841376814,Poor,True,Sales,New York
Emp1166,Frank,Garcia,40.0,Inactive,7/18/2022,85388.58,Frank.Garcia@Example.Com,-1185672437,Poor,True,Sales,Illinois
Emp1167,Bob,Davis,32.48454882571075,Inactive,7/13/2022,112166.37,Bob.Davis@Example.Com,-701765635,Excellent,False,Devops,New York
Emp1168,Heidi,Davis,40.0,Active,10/2/2021,79873.48,Heidi.Davis@Example.Com,-41257770,Average,False,Finance,Nevada
Emp1169,Frank,Miller,30.0,Active,7/5/2020,108224.03,Frank.Miller@Example.Com,-1837274219,Poor,True,Devops,Florida
Emp1170,Bob,Garcia,35.0,Active,4/16/2023,116963.72,Bob.Garcia@Example.Com,-9124186209,Average,True,Admin,Illinois
Emp1171,Bob,Jones,40.0,Inactive,11/12/2024,114109.06,Bob.Jones@Example.Com,-4275230836,Average,True,Hr,Nevada
Emp1172,Eva,Williams,32.48454882571075,Active,3/29/2023,85518.88,Eva.Williams@Example.Com,-816470899,Excellent,False,Hr,California
Emp1173,Heidi,Brown,30.0,Pending,1/22/2022,58041.97,Heidi.Brown@Example.Com,-6335331059,Poor,True,Cloud Tech,California
Emp1174,David,Garcia,40.0,Pending,10/14/2023,94988.94,David.Garcia@Example.Com,-531312205,Good,False,Sales,Illinois
Emp1175,Eva,Miller,25.0,Pending,4/10/2024,71628.93,Eva.Miller@Example.Com,-8155839385,Excellent,False,Admin,California
Emp1176,Alice,Williams,30.0,Pending,3/31/2022,54870.98,Alice.Williams@Example.Com,-6133155205,Good,False,Admin,Illinois
Emp1177,Alice,Williams,25.0,Active,2/9/2022,79388.27,Alice.Williams@Example.Com,-5063731494,Average,True,Devops,Illinois
Emp1178,Frank,Smith,35.0,Pending,5/6/2023,55946.99,Frank.Smith@Example.Com,-136497188,Average,False,Devops,California
Emp1179,Charlie,Williams,32.48454882571075,Active,7/11/2021,81017.91,Charlie.Williams@Example.Com,-2419562524,Excellent,True,Cloud Tech,Nevada
Emp1180,Heidi,Jones,40.0,Pending,8/21/2020,74162.1,Heidi.Jones@Example.Com,-7150997682,Excellent,False,Hr,New York
Emp1181,Heidi,Davis,32.48454882571075,Active,3/27/2021,77668.44,Heidi.Davis@Example.Com,-8903091435,Good,True,Devops,California
Emp1182,Alice,Miller,30.0,Active,4/14/2024,67886.37,Alice.Miller@Example.Com,-3910257431,Poor,False,Hr,New York
Emp1183,Alice,Williams,40.0,Active,9/21/2020,76614.52,Alice.Williams@Example.Com,-6303975244,Good,True,Devops,Florida
Emp1184,Frank,Smith,25.0,Active,6/12/2022,51311.91,Frank.Smith@Example.Com,-864035532,Excellent,False,Finance,Nevada
Emp1185,Frank,Jones,32.48454882571075,Inactive,12/24/2023,94809.92,Frank.Jones@Example.Com,-8033968526,Good,True,Finance,Illinois
Emp1186,Grace,Johnson,25.0,Pending,7/31/2022,108241.81,Grace.Johnson@Example.Com,-171302320,Excellent,True,Hr,New York
Emp1187,Bob,Davis,40.0,Inactive,4/21/2023,78031.49,Bob.Davis@Example.Com,-2983381673,Good,True,Cloud Tech,New York
Emp1188,Eva,Davis,35.0,Active,6/5/2020,85733.83,Eva.Davis@Example.Com,-2336293448,Excellent,True,Admin,California
Emp1189,David,Miller,35.0,Pending,7/27/2024,60338.29,David.Miller@Example.Com,-7347156626,Excellent,False,Hr,Nevada
Emp1190,Eva,Davis,30.0,Active,4/5/2024,103140.67,Eva.Davis@Example.Com,-7689627065,Excellent,False,Admin,Illinois
Emp1191,Heidi,Williams,40.0,Inactive,10/26/2023,114690.8,Heidi.Williams@Example.Com,-1498282466,Poor,True,Sales,Illinois
Emp1192,Frank,Smith,35.0,Active,8/18/2022,80954.56,Frank.Smith@Example.Com,-4746897151,Good,False,Admin,Florida
Emp1193,Eva,Davis,32.48454882571075,Pending,5/31/2020,71728.55,Eva.Davis@Example.Com,-7323008575,Good,True,Cloud Tech,California
Emp1194,Alice,Davis,35.0,Pending,11/4/2024,118415.8,Alice.Davis@Example.Com,-6656749159,Good,True,Hr,Texas
Emp1195,Grace,Johnson,40.0,Pending,3/25/2020,81481.36,Grace.Johnson@Example.Com,-1692364586,Excellent,False,Sales,Illinois
Emp1196,David,Johnson,35.0,Pending,11/4/2020,117040.57,David.Johnson@Example.Com,-5066337049,Good,True,Sales,Florida
Emp1197,Frank,Brown,25.0,Active,3/21/2020,67342.06,Frank.Brown@Example.Com,-2497243991,Good,True,Sales,Nevada
Emp1198,Heidi,Jones,32.48454882571075,Active,1/15/2022,76099.64,Heidi.Jones@Example.Com,-116691835,Excellent,False,Sales,Illinois
Emp1199,Grace,Williams,35.0,Active,6/4/2024,94162.06,Grace.Williams@Example.Com,-2644886945,Average,True,Devops,Illinois
